Date,Contract
2020-01-02 09:00:00,AUAM0 Comdty
2020-05-15 21:00:00,AUAZ0 Comdty
2020-11-25 21:00:00,AUAG1 Comdty
2021-01-13 21:00:00,AUAM1 Comdty
2021-05-19 21:00:00,AUAZ1 Comdty
