Date,Contract
2020-01-01 09:00:00,UCH0
2020-03-12 09:00:00,UCM0
2020-06-11 09:00:00,UCU0
2020-09-10 09:00:00,UCZ0
2020-12-10 09:00:00,UCH1
2021-03-11 09:00:00,UCM1
2021-06-09 09:00:00,UCU1
2021-09-10 09:00:00,UCZ1
